raw_row_number,date,time,location,lat,lng,precinct,reporting_area,zone,subject_age,officer_id_hash,type,arrest_made,citation_issued,warning_issued,outcome,contraband_found,contraband_drugs,contraband_weapons,frisk_performed,search_conducted,search_person,search_vehicle,search_basis,vehicle_registration_state,notes,year,month,subject_race_asian/pacific islander,subject_race_black,subject_race_hispanic,subject_race_other,subject_race_unknown,subject_race_white,subject_sex_female,subject_sex_male,violation_child restraint,violation_investigative stop,violation_moving traffic violation,violation_parking violation,violation_registration,violation_safety violation,violation_seatbelt violation,violation_vehicle equipment violation,subject_race,subject_sex,violation,stardate
2469050,2016-05-01,10:52:00,"924 CURREY RD, NASHVILLE, TN, 37217",36.1083804,-86.7085195,3.0,8831.0,315.0,52.0,37810c10d6,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2016,5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,white,female,moving traffic violation,2016-05-01 10:52:00
1210355,2013-02-01,17:53:00,"10TH AVE S & MONTROSE AVE, NASHVILLE, TN, 37204",36.1233934,-86.7864293,8.0,6949.0,823.0,29.0,cf72c2298a,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2013,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,white,male,moving traffic violation,2013-02-01 17:53:00
412047,2011-04-01,11:35:00,"1900 HOBSON PIKE, ANTIOCH, TN, 37013",36.0462375,-86.59877329999998,3.0,8927.0,335.0,18.0,d2c8e20a5a,vehicular,False,True,False,citation,,,,False,False,False,False,,TN,,2011,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,unknown,female,moving traffic violation,2011-04-01 11:35:00
2326635,2015-12-01,10:04:00,"ERIN LN & HWY 70 S, NASHVILLE, TN, 37221",36.0784068,-86.9089123,1.0,4901.0,121.0,65.0,0a70309850,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2015,12,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,white,female,moving traffic violation,2015-12-01 10:04:00
1125061,2012-12-01,12:32:00,"BRILEY PKWY N & MURFREESBORO PIKE, NASHVILLE, TN, 37217",36.122074,-86.70241899999998,5.0,8998.0,531.0,20.0,83fbfcfd39,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,speed,2012,12,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,unknown,female,moving traffic violation,2012-12-01 12:32:00
2402619,2016-03-01,11:58:00,"BURTON HILLS BLVD & HILLSBORO PIKE, NASHVILLE, TN, 37215",36.0956276,-86.8253245,8.0,6403.0,825.0,62.0,b908cb6e33,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2016,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,white,female,moving traffic violation,2016-03-01 11:58:00
3020378,2018-07-01,12:27:00,"JONES AVE & JONES CIR, NASHVILLE, TN, 37207",36.2088472,-86.7571339,2.0,1891.0,223.0,26.0,f586544d68,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2018,7,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,white,male,moving traffic violation,2018-07-01 12:27:00
1678530,2014-03-01,20:02:00,"CASTLEMAN DR & HILLSBORO PIKE, NASHVILLE, TN, 37215",36.0989174,-86.821334,8.0,6403.0,825.0,41.0,3790ebbbc7,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2014,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,other,male,vehicle equipment violation,2014-03-01 20:02:00
296504,2010-12-01,19:35:00,"E TRINITY LN & GALLATIN PIKE, NASHVILLE, TN, 37216",36.2035886,-86.73849109999998,2.0,1415.0,217.0,42.0,cb792661d8,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2010,12,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,white,male,registration,2010-12-01 19:35:00
763160,2012-02-01,02:43:00,"EMMITT AVE & S GALLATIN PIKE, MADISON, TN, 37115",36.253264,-86.7167542,7.0,1623.0,711.0,35.0,0418967821,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2012,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,black,female,safety violation,2012-02-01 02:43:00
424170,2011-04-01,13:02:00,"1321 BELL RD, , TN, 37013",36.04630909999999,-86.67647819999998,3.0,8719.0,331,26.0,6df99debf2,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2011,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,black,female,vehicle equipment violation,2011-04-01 13:02:00
73827,2010-03-01,08:46:00,"455 MYATT DR, MADISON, TN, 37115",36.2759375,-86.68897740000001,7.0,1715.0,715.0,21.0,5e1e44520b,vehicular,False,True,False,citation,0.0,0.0,0.0,True,True,True,False,other,TN,"suspended TN DL
",2010,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,black,male,moving traffic violation,2010-03-01 08:46:00
260689,2010-04-01,09:30:00,"CLEVELAND ST & ELLINGTON PKWY, NASHVILLE, TN, 37206",36.18412370000001,-86.76005970000001,2.0,1903.0,221.0,35.0,cbb133841c,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2010,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,black,male,vehicle equipment violation,2010-04-01 09:30:00
1115658,2012-12-01,18:14:00,"FAIRFIELD AVE & LAFAYETTE ST, NASHVILLE, TN, 37210",36.1473157,-86.7578851,5.0,8221.0,511.0,31.0,2eef0cc1f8,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2012,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,black,female,vehicle equipment violation,2012-12-01 18:14:00
596549,2011-09-01,13:55:00,"W HILLWOOD DR & HICKORY VALLEY RD, NASHVILLE, TN, 37205",36.128691,-86.87365439999998,1.0,5001.0,121.0,38.0,5c7164ecd5,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2011,9,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,white,female,moving traffic violation,2011-09-01 13:55:00
2912866,2018-02-01,08:02:00,"CLOVERWOOD DR & PACES FERRY DR, NASHVILLE, TN, 37214",36.1575908,-86.6432823,5.0,9407.0,517.0,27.0,099216fe9c,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2018,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,white,male,moving traffic violation,2018-02-01 08:02:00
789477,2012-03-01,12:19:00,"FRANCES ST & WHITES CREEK PIKE, NASHVILLE, TN, 37207",36.21384159999999,-86.7999825,6.0,3033.0,623.0,27.0,c51a70920b,vehicular,False,True,True,citation,,,,False,False,False,False,,TN,,2012,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,black,female,seatbelt violation,2012-03-01 12:19:00
2909582,2018-02-01,22:57:00,"OLD HICKORY BLVD & WOODLANDS AVE, NASHVILLE, TN, 37211",36.04221879999999,-86.7264658,8.0,8651.0,835.0,28.0,3aef563fcc,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2018,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,white,male,moving traffic violation,2018-02-01 22:57:00
2466129,2016-05-01,22:50:00,"208 FESSLERS LN, NASHVILLE, TN, 37210",36.15334470000001,-86.7420357,5.0,9011.0,513.0,44.0,dc95719a9d,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2016,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,black,male,vehicle equipment violation,2016-05-01 22:50:00
1334781,2013-05-01,18:10:00,"N DUPONT AVE & RIO VISTA DR, MADISON, TN, 37115",36.2658034,-86.68060600000004,7.0,1705.0,715.0,19.0,489eea137b,vehicular,False,False,True,warning,0.0,0.0,0.0,True,True,True,True,consent,TN,,2013,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,black,male,moving traffic violation,2013-05-01 18:10:00
1029770,2012-09-01,08:20:00,"2ND AVE N & COMMERCE ST, NASHVILLE, TN, 37201",36.1632454,-86.7760574,4.0,4103.0,421.0,22.0,ce5f91b12d,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2012,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,white,male,seatbelt violation,2012-09-01 08:20:00
785417,2012-03-01,23:13:00,"38TH AVE N & CHARLOTTE AVE, NASHVILLE, TN, 37209",36.1525885,-86.83098259999998,1.0,5229.0,113.0,32.0,25b26f360e,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2012,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,white,male,vehicle equipment violation,2012-03-01 23:13:00
257708,2010-11-01,17:03:00,"BRICK CHURCH PIKE & MOOREWOOD DR, NASHVILLE, TN, 37207",36.2335159,-86.7813952,,2031.0,,20.0,936ab7dc64,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2010,11,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,black,male,moving traffic violation,2010-11-01 17:03:00
982836,2012-08-01,02:20:00,"1101 BROADWAY, NASHVILLE, TN, 37203",36.156484000000006,-86.786737,4.0,4079.0,423.0,18.0,5e5cf77af0,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2012,8,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,white,female,moving traffic violation,2012-08-01 02:20:00
1169652,2013-01-01,17:57:00,"COTTON LN & NOLENSVILLE PIKE, NASHVILLE, TN, 37211",36.0702838,-86.72208470000002,3.0,8701.0,321.0,36.0,a07d1d7733,vehicular,False,True,False,citation,,,,False,False,False,False,,TN,DRIVING WITH NO LIGHTS ON. DL REVOKED,2013,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,white,male,vehicle equipment violation,2013-01-01 17:57:00
2431170,2016-04-01,12:23:00,"GALLATIN AVE & STRAIGHTWAY AVE, NASHVILLE, TN, 37206",36.1936449,-86.74385190000002,2.0,1325.0,215.0,25.0,c76c330626,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,EXPIRED TAG,2016,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,white,female,vehicle equipment violation,2016-04-01 12:23:00
2492577,2016-06-01,17:51:00,"CHARLOTTE PIKE & OLD HICKORY BLVD, NASHVILLE, TN, 37209",36.1167157,-86.9232201,1.0,4701.0,123.0,27.0,f1c025f95c,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2016,6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,white,male,safety violation,2016-06-01 17:51:00
1725588,2014-05-01,23:09:00,"DICKERSON PIKE & I 65 S, NASHVILLE, TN, 37207",36.2058983,-86.76859040000002,2.0,1806.0,223.0,27.0,d6864f2be6,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2014,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,white,male,vehicle equipment violation,2014-05-01 23:09:00
2254672,2015-09-01,12:15:00,"HASTY DR & MCMURRAY DR, NASHVILLE, TN, 37211",36.06132570000001,-86.7194054,8,8659.0,835,48.0,0414ae3bcf,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2015,9,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,unknown,male,moving traffic violation,2015-09-01 12:15:00
153066,2010-07-01,08:50:00,"I 24 E & SPRING ST, NASHVILLE, TN, 37213",36.17646149999999,-86.775623,4.0,1985.0,413.0,39.0,12bfc112fa,vehicular,False,True,False,citation,,,,False,False,False,False,,TN,,2010,7,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,white,female,moving traffic violation,2010-07-01 08:50:00
1701328,2014-04-01,08:30:00,"1004 8TH AVE S, NASHVILLE, TN, 37203",36.1442524,-86.77845839999998,8.0,6811.0,821.0,44.0,4e4c925aa5,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,-- IN --,2014,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,black,male,moving traffic violation,2014-04-01 08:30:00
999870,2012-09-01,02:10:00,"2505 21ST AVE S, NASHVILLE, TN, 37212",36.1258674,-86.805477,8.0,5911.0,815.0,23.0,e4eb4870eb,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2012,9,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,white,female,moving traffic violation,2012-09-01 02:10:00
372957,2011-02-01,19:12:00,"GALLATIN PIKE & SPAIN AVE, NASHVILLE, TN, 37216",36.2000515,-86.74039359999998,2,1403.0,217,45.0,a15c67f558,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2011,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,white,male,vehicle equipment violation,2011-02-01 19:12:00
1135722,2012-01-01,03:05:00,"15TH AVE N & CHURCH ST, NASHVILLE, TN, 37203",36.1574377,-86.79261439999998,8.0,5501.0,813.0,64.0,7088d92bb2,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2012,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,white,male,vehicle equipment violation,2012-01-01 03:05:00
848226,2012-04-01,18:38:00,"BRILEY PKWY N & OPRY MILLS DR, NASHVILLE, TN, 37214",36.2048497,-86.6930726,5.0,9223.0,515.0,31.0,25ef61b5be,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2012,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,white,male,vehicle equipment violation,2012-04-01 18:38:00
1790151,2014-07-01,20:09:00,"365 HARDING PL, NASHVILLE, TN, 37211",36.08420870000001,-86.70474159999998,3.0,8705.0,321.0,31.0,9667678974,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2014,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,black,male,vehicle equipment violation,2014-07-01 20:09:00
2110918,2015-05-01,12:00:00,"CLEVELAND ST & LISCHEY AVE, NASHVILLE, TN, 37207",36.1866976,-86.76443789999998,2,1945.0,221,20.0,f673bbd15d,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2015,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,black,female,safety violation,2015-05-01 12:00:00
1918270,2014-11-01,14:25:00,"CABOT DR & UPTON LN, NASHVILLE, TN, 37209",36.1398917,-86.8887943,1.0,4677.0,123.0,26.0,9dadcd316d,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,EXPIRED TAG,2014,11,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,white,male,registration,2014-11-01 14:25:00
1408953,2013-08-01,22:22:00,"FAIRWAY DR & LEBANON PIKE, NASHVILLE, TN, 37214",36.1690615,-86.6823842,5.0,9201.0,515.0,43.0,cb2dd776b1,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2013,8,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,white,male,registration,2013-08-01 22:22:00
1793915,2014-07-01,16:44:00,"14TH AVE N & JEFFERSON ST, NASHVILLE, TN, 37208",36.1708062,-86.8013275,6,5415.0,615,25.0,d773d5ccf6,vehicular,False,True,True,citation,,,,False,False,False,False,,TN,,2014,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,black,male,vehicle equipment violation,2014-07-01 16:44:00
2763359,2017-06-01,06:47:00,"1501 ENSLEY BLVD, NASHVILLE, TN, 37210",36.1391023,-86.76119399999996,3.0,8127.0,311.0,29.0,b9f747e548,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2017,6,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,white,male,moving traffic violation,2017-06-01 06:47:00
594112,2011-09-01,21:32:00,"SIDCO DR & THOMPSON LN, NASHVILLE, TN, 37204",36.111171,-86.7552417,8,8523.0,825,22.0,0a077e7833,vehicular,False,False,True,warning,,,,False,False,False,False,,PA,,2011,9,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,white,male,moving traffic violation,2011-09-01 21:32:00
1344714,2013-06-01,12:06:00,"I 65 S & WEDGEWOOD AVE, NASHVILLE, TN, 37203",36.1354768,-86.77528380000004,8.0,6901.0,821.0,46.0,ec5603edfe,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,passenger side brake light out.,2013,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,white,male,vehicle equipment violation,2013-06-01 12:06:00
278747,2010-11-01,16:34:00,"2ND AVE S & ASH ST, NASHVILLE, TN, 37210",36.1532172,-86.76956349999998,4.0,4005.0,425.0,27.0,d0efd66007,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,"RIGHT TURN ON RED
",2010,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,other,male,moving traffic violation,2010-11-01 16:34:00
1063671,2012-10-01,12:55:00,"DONELSON PIKE & ELM HILL PIKE, NASHVILLE, TN, 37214",36.1487954,-86.66631120000002,5.0,9411.0,517.0,20.0,a02596b67e,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2012,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,white,male,vehicle equipment violation,2012-10-01 12:55:00
2054137,2015-03-01,16:47:00,"2726 WELLMAN DR, NASHVILLE, TN, 37214",36.1530315,-86.6667475,5.0,9105.0,517.0,75.0,60059bc218,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,FAIL TO SIGNAL,2015,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,white,male,moving traffic violation,2015-03-01 16:47:00
106350,2010-05-01,17:30:00,"939 W TRINITY LN, , TN, 37207",36.204823,-86.74771799999998,6.0,3013.0,623.0,32.0,c64917c4fe,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2010,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,black,male,moving traffic violation,2010-05-01 17:30:00
1543396,2013-12-01,19:25:00,"COTTON LN & NOLENSVILLE PIKE, NASHVILLE, TN, 37211",36.0702838,-86.72208470000002,8.0,8661.0,831.0,47.0,6028166431,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,NO MDC,2013,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,black,male,vehicle equipment violation,2013-12-01 19:25:00
240214,2010-10-01,03:13:00,"MM 80 I65 S, , , 37204",34.799226899999994,-82.2755938,8.0,7004.0,823.0,27.0,2511466c93,vehicular,False,True,True,citation,,,,False,False,False,False,,TN,,2010,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,black,male,vehicle equipment violation,2010-10-01 03:13:00
2633688,2016-06-01,19:45:00,"BURBANK AVE & PEACHTREE ST, NASHVILLE, TN, 37210",36.1202358,-86.7453135,3.0,8347.0,313.0,39.0,28a173be9c,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2016,6,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,white,male,moving traffic violation,2016-06-01 19:45:00
2350016,2016-01-01,16:13:00,"CENTRAL PIKE & OLD HICKORY BLVD, HERMITAGE, TN, 37076",36.1735855,-86.6021043,5,9561.0,521,21.0,30042afedf,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2016,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,white,male,moving traffic violation,2016-01-01 16:13:00
59178,2010-03-01,15:58:00,"CHARLOTTE PIKE & DAVIDSON DR, NASHVILLE, TN, 37209",36.1294959,-86.90330800000002,1.0,4701.0,123.0,26.0,299da6fbbd,vehicular,False,True,False,citation,,,,False,False,False,False,,AL,,2010,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,other,female,moving traffic violation,2010-03-01 15:58:00
1848219,2014-09-01,05:27:00,"21ST AVE S & ASHWOOD AVE, NASHVILLE, TN, 37212",36.1292131,-86.80261709999998,8,6605.0,815,53.0,49789d7cb7,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2014,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,black,female,vehicle equipment violation,2014-09-01 05:27:00
761192,2012-02-01,13:02:00,"2330 JACKSON DOWNS BLVD, NASHVILLE, TN, 37214",36.18357260000001,-86.6347892,5.0,9403.0,517.0,40.0,d195198c56,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2012,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,white,male,parking violation,2012-02-01 13:02:00
296261,2010-12-01,00:28:00,"CHARLOTTE AVE, WEST, TN, 37209",36.1522197,-86.8411666,,,,32.0,264cca6aa3,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2010,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,black,female,vehicle equipment violation,2010-12-01 00:28:00
1453677,2013-09-01,11:20:00,"APACHE TRL & PACKARD DR, NASHVILLE, TN, 37211",36.0650445,-86.68577169999998,3,8709.0,321,64.0,9b2d08be70,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2013,9,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,white,male,moving traffic violation,2013-09-01 11:20:00
862429,2012-05-01,15:25:00,"DICKERSON PIKE & N 1ST ST, NASHVILLE, TN, 37207",36.1814271,-86.77408879999999,2.0,1963.0,221.0,48.0,cba60069c9,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2012,5,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,white,male,moving traffic violation,2012-05-01 15:25:00
1933531,2014-11-01,20:51:00,"AVERITT EXPRESS DR & BRILEY PKWY S, NASHVILLE, TN, 37211",36.1085366,-86.71583609999998,3.0,8877.0,315.0,22.0,0bfa5a7f73,vehicular,False,False,True,warning,,,,False,False,False,False,,KY,,2014,11,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,white,female,moving traffic violation,2014-11-01 20:51:00
2616344,2016-12-01,21:23:00,"CEDARMONT DR & OLD HICKORY BLVD, ANTIOCH, TN, 37013",36.0454406,-86.70362380000002,3.0,8757.0,331.0,36.0,db265df432,vehicular,False,True,False,citation,,,,False,False,False,False,,TN,TAGS EXPIRED IN JULY --,2016,12,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,white,male,registration,2016-12-01 21:23:00
1369206,2013-06-01,23:40:00,"W LINDEN AVE & 21ST AVE S, NASHVILLE, TN, 37212",36.1275265,-86.80356549999998,8.0,6509.0,815.0,62.0,ccda12115e,vehicular,False,False,True,warning,0.0,0.0,0.0,False,True,True,True,other,TN,,2013,6,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,white,male,moving traffic violation,2013-06-01 23:40:00
1558836,2013-12-01,09:00:00,"1178 ANTIOCH PIKE, NASHVILLE, , 37211",36.09445669999999,-86.69959809999996,,,,37.0,4bf759b804,vehicular,False,True,False,citation,,,,False,False,False,False,,TN,,2013,12,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,hispanic,male,moving traffic violation,2013-12-01 09:00:00
1529363,2013-11-01,19:59:00,"CHARLOTTE PIKE & MIDLAND AVE, NASHVILLE, TN, 37209",36.1497766,-86.85942279999998,1.0,5033.0,115.0,33.0,8e6e05f1aa,vehicular,False,True,False,citation,,,,False,False,False,False,,TN,,2013,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,white,male,vehicle equipment violation,2013-11-01 19:59:00
984954,2012-08-01,16:49:00,"1191 MURFREESBORO PIKE, NASHVILLE, TN, 37217",36.1207435,-86.70412250000004,3.0,8811.0,315.0,30.0,eebb8ae650,vehicular,False,True,False,citation,,,,False,False,False,False,,TN,st. cits.-driving on suspended and child not in child safety seat.,2012,8,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,white,female,safety violation,2012-08-01 16:49:00
2168766,2015-06-01,21:21:00,"BUENA VISTA PIKE & CLARKSVILLE PIKE, NASHVILLE, TN, 37218",36.19389520000001,-86.83157,6.0,3157.0,625.0,65.0,d3a646e989,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,STOPPED FOR NOT USING TURN SIGNAL WHEN TURNING FROM CLARKSVILLE PKE ONTO BUENA VISTA DR. GIVEN WARNING DUE TO HAVING A GOOD RECORD.,2015,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,black,female,moving traffic violation,2015-06-01 21:21:00
928693,2012-06-01,16:49:00,"MURFREESBORO PIKE & RURAL HILL RD, NASHVILLE, TN, 37217",36.074432,-86.63858940000001,5.0,8939.0,535.0,51.0,fffd523ee1,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2012,6,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,white,male,moving traffic violation,2012-06-01 16:49:00
31643|31647|31650,2010-02-01,09:15:00,"I 40 W & CHURCH ST, NASHVILLE, TN, 37203",36.16489470000001,-86.77625510000001,4,4104.0,411,26.0,f87ffe9d54,vehicular,False,True,False,citation,,,,False,False,False,False,,TN,,2010,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,white,male,moving traffic violation,2010-02-01 09:15:00
1341994,2013-06-01,05:31:00,"944 MAIN ST, NASHVILLE, TN, 37206",36.1771666,-86.75381630000004,2.0,1131.0,213,48.0,5849b87aaf,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,STOP SIGN S -- LEFT TURN TO MAIN,2013,6,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,black,male,moving traffic violation,2013-06-01 05:31:00
205420,2010-09-01,14:49:00,"NOLENSVILLE PIKE & TUSCULUM RD, NASHVILLE, TN, 37211",36.0590888,-86.71616139999998,8.0,8655.0,835.0,28.0,7b3aa52401,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2010,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,white,male,vehicle equipment violation,2010-09-01 14:49:00
1931301,2014-11-01,09:00:00,"5555 FRANKLIN PIKE, BRENTWOOD, TN, 37027",36.0394066,-86.78594460000002,,,,66.0,b5ca91d71f,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2014,11,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,white,male,moving traffic violation,2014-11-01 09:00:00
703495,2011-08-01,21:37:00,"GALLATIN PIKE & SHELTON AVE, NASHVILLE, TN, 37216",36.2097911,-86.73389999999998,2.0,1819.0,225.0,33.0,9baf596c41,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2011,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,black,female,vehicle equipment violation,2011-08-01 21:37:00
3072120,2018-10-01,11:56:00,"6952 HWY 70 S, NASHVILLE, TN, 37205",36.077424,-86.913365,1.0,4903.0,121.0,73.0,b5ca91d71f,vehicular,False,True,False,citation,,,,False,False,False,False,,TN,,2018,10,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,white,male,moving traffic violation,2018-10-01 11:56:00
516212,2011-07-01,20:56:00,"BROADWAY , , TN, 37203",36.1559508,-86.78893699999998,,,,54.0,6761423fb7,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2011,7,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,white,male,investigative stop,2011-07-01 20:56:00
338225,2011-01-01,19:55:00,"N GALLATIN PIKE & NESBITT LN, MADISON, TN, 37115",36.2727714,-86.71014079999998,7.0,1709.0,715.0,38.0,6a5a1e10b4,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2011,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,white,female,vehicle equipment violation,2011-01-01 19:55:00
1951142,2014-12-01,23:57:00,"FRIST BLVD & OLD HICKORY BLVD, HERMITAGE, TN, 37076",36.1822863,-86.60799499999996,5.0,9561.0,521.0,22.0,9dc8c71b5b,vehicular,False,False,True,warning,,,,False,False,False,False,,TN,,2014,12,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,white,female,moving traffic violation,2014-12-01 23:57:00
